STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.50,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.45,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.23,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.51,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.51,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.64,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.14,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.67,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.37,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.21,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.47,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.62,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.36,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.19,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.36,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.14,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.14,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.65,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.67,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.07,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.51,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.45,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.59,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLV,El Salvador,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.48,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EST,Estonia,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.20,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWZ,Eswatini,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.55,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.40,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.08,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.13,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.52,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GMB,"Gambia, The",FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.62,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.10,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.57,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.16,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.55,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.54,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.59,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.51,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.27,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.10,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.60,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.52,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.53,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.60,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.17,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.15,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.13,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JAM,Jamaica,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.46,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.13,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JOR,Jordan,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.52,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KAZ,Kazakhstan,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.34,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,FAO_AS_4537,Gender Inequality Index (GII) [equality = 0; inequality = 1),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,0_TO_1,0-1 scale,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2009,0.61,2,Two,FAO_AS,Aquastat,,0,Units,FAO_AS,Aquastat,IX,Index,602,CCYY,"Imputed (carry forward, vertical imputation, linear interpolation)",I,Imputed value (CCSA definition),PU,Public
